Scenario;Year;Farm;Parcel;Crop;Yield (ton/ha);Area (ha);Revenue (€/ha);Variable cost (€/ha);Energy (MjKgDM/ha);Protein (kg N/ha);PDIN (kg N/ha);Protein (N/ton/ha);Nitrogen (kg/ha);Phosphorus (kg/ha);Potassium (kg/ha);Dose of active ingredient(L/ha)
Complementarity scenario;2012;AF5;809_02;Hay;5;0.76;481.781025;64;90.4190711733333;304;395;400;0;0;0;NA
Complementarity scenario;2012;AF5;8094_00;Hay;5;0.05;481.781025;64;90.4190711733333;20;395;400;0;0;0;NA
Complementarity scenario;2012;AF5;8095_00;Hay;5;0.21;481.781025;64;90.4190711733334;84;395;400;0;0;0;NA
Complementarity scenario;2012;AF5;8096_00;Hay;5;0.73;481.781025;64;90.4190711733334;292;395;400;0;0;0;NA
Complementarity scenario;2012;AF5;8098_00;Hay;5;0.09;481.781025;64;90.4190711733334;36;395;400;0;0;0;NA
Complementarity scenario;2012;AF5;8099_00;Hay;5;0.49;481.781025;64;90.4190711733334;196;395;400;0;0;0;NA
Complementarity scenario;2012;LF1;301_00;Hay;5;20.63;481.781025;64;90.4190711733333;8252;395;400;30.1890043793103;17.0592048275862;59.4145131034483;2.5
Complementarity scenario;2012;LF1;3010_00;Hay;5;2.06;481.781025;64;90.4190711733334;824;395;400;30.1890043793103;17.0592048275862;59.4145131034483;2.5
Complementarity scenario;2012;LF1;3011_00;Fodder;4.75;3.16;342.285;64;90.52607;1801.2;501.125;570;98.8942369677419;14.5719258064516;48.0106387096774;NA
Complementarity scenario;2012;LF1;3011_00;sMaize;13.6;3.16;1826.62482;358.4;251.5999932544;3609.984;707.2;1142.4;101.18983742;93.8160956;327.193376;1.3528
Complementarity scenario;2012;LF1;3012_00;WheatW;7.28;7.87;1352.945825;396.8;134.6310784;9338.8568;786.24;1186.64;129.200662666667;2.3;8;4.02173333333333
Complementarity scenario;2012;LF1;3013_00;Fodder;4.75;4.42;342.285;64;90.52607;2519.4;501.125;570;98.8942369677419;14.5719258064516;48.0106387096774;NA
Complementarity scenario;2012;LF1;3013_00;sMaize;13.6;4.42;1826.62482;358.4;251.5999932544;5049.408;707.2;1142.4;101.18983742;93.8160956;327.193376;1.3528
Complementarity scenario;2012;LF1;3014_00;Hay;5;4.72;481.781025;64;90.4190711733334;1888;395;400;30.1890043793103;17.0592048275862;59.4145131034483;2.5
Complementarity scenario;2012;LF1;3015_00;Hay;5;2;481.781025;64;90.4190711733334;800;395;400;30.1890043793103;17.0592048275862;59.4145131034483;2.5
Complementarity scenario;2012;LF1;3016_00;Hay;5;3.97;481.781025;64;90.4190711733334;1588;395;400;30.1890043793103;17.0592048275862;59.4145131034483;2.5
Complementarity scenario;2012;LF1;3017_00;Hay;5;0.94;481.781025;64;90.4190711733333;376;395;400;30.1890043793103;17.0592048275862;59.4145131034483;2.5
Complementarity scenario;2012;LF1;3019_00;Hay;5;3.62;481.781025;64;90.4190711733334;1448;395;400;30.1890043793103;17.0592048275862;59.4145131034483;2.5
Complementarity scenario;2012;LF1;302_00;Fodder;5;4.74;360.3;64;95.2906;2844;527.5;600;98.8942369677419;14.5719258064516;48.0106387096774;NA
Complementarity scenario;2012;LF1;302_00;sMaize;16.08;4.74;2124.47282;358.4;297.47999202432;6402.4128;836.16;1350.72;101.18983742;93.8160956;327.193376;1.3528
Complementarity scenario;2012;LF1;3022_00;Hay;5;2.92;481.781025;64;90.4190711733334;1168;395;400;30.1890043793103;17.0592048275862;59.4145131034483;2.5
Complementarity scenario;2012;LF1;3023_00;Fodder;4.8;8.43;345.888;64;91.478976;4855.68;506.4;576;98.8942369677419;14.5719258064516;48.0106387096774;NA
Complementarity scenario;2012;LF1;3023_00;sMaize;13;8.43;1754.56482;358.4;240.499993552;9205.56;676;1092;101.18983742;93.8160956;327.193376;1.3528
Complementarity scenario;2012;LF1;3024_00;Fodder;4.8;1.9;345.888;64;91.478976;1094.4;506.4;576;98.8942369677419;14.5719258064516;48.0106387096774;NA
Complementarity scenario;2012;LF1;3024_00;sMaize;13;1.9;1754.56482;358.4;240.499993552;2074.8;676;1092;101.18983742;93.8160956;327.193376;1.3528
Complementarity scenario;2012;LF1;3025_00;Fodder;4.8;2.72;345.888;64;91.478976;1566.72;506.4;576;98.8942369677419;14.5719258064516;48.0106387096774;NA
Complementarity scenario;2012;LF1;3025_00;sMaize;13;2.72;1754.56482;358.4;240.499993552;2970.24;676;1092;101.18983742;93.8160956;327.193376;1.3528
Complementarity scenario;2012;LF1;3026_00;Hay;5;0.67;481.781025;64;90.4190711733333;268;395;400;30.1890043793103;17.0592048275862;59.4145131034483;2.5
Complementarity scenario;2012;LF1;3027_00;Fodder;4.8;6.97;345.888;64;91.478976;4014.72;506.4;576;98.8942369677419;14.5719258064516;48.0106387096774;NA
Complementarity scenario;2012;LF1;3027_00;sMaize;13;6.97;1754.56482;358.4;240.499993552;7611.24;676;1092;101.18983742;93.8160956;327.193376;1.3528
Complementarity scenario;2012;LF1;3028_00;Fodder;4.8;3.01;345.888;64;91.478976;1733.76;506.4;576;98.8942369677419;14.5719258064516;48.0106387096774;NA
Complementarity scenario;2012;LF1;3028_00;sMaize;13;3.01;1754.56482;358.4;240.499993552;3286.92;676;1092;101.18983742;93.8160956;327.193376;1.3528
Complementarity scenario;2012;LF1;3029_00;Fodder;4.8;5.47;345.888;64;91.478976;3150.72;506.4;576;98.8942369677419;14.5719258064516;48.0106387096774;NA
Complementarity scenario;2012;LF1;3029_00;sMaize;13;5.47;1754.56482;358.4;240.499993552;5973.24;676;1092;101.18983742;93.8160956;327.193376;1.3528
Complementarity scenario;2012;LF1;303_00;Hay;5;2.63;481.781025;64;90.4190711733333;1052;395;400;30.1890043793103;17.0592048275862;59.4145131034483;2.5
Complementarity scenario;2012;LF1;3030_00;Hay;5;5.1;601.881025;64;90.4190711733334;2040;395;400;0;0;0;NA
Complementarity scenario;2012;LF1;3031_00;Fodder;4.8;4.15;345.888;64;91.478976;2390.4;506.4;576;98.8942369677419;14.5719258064516;48.0106387096774;NA
Complementarity scenario;2012;LF1;3031_00;sMaize;13;4.15;1754.56482;358.4;240.499993552;4531.8;676;1092;101.18983742;93.8160956;327.193376;1.3528
Complementarity scenario;2012;LF1;3032_00;Hay;5;4.67;481.781025;64;90.4190711733334;1868;395;400;30.1890043793103;17.0592048275862;59.4145131034483;2.5
Complementarity scenario;2012;LF1;3034_00;Hay;5;0.8;481.781025;64;90.4190711733333;320;395;400;30.1890043793103;17.0592048275862;59.4145131034483;2.5
Complementarity scenario;2012;LF1;3037_00;Hay;5;3.65;481.781025;64;90.4190711733333;1460;395;400;30.1890043793103;17.0592048275862;59.4145131034483;2.5
Complementarity scenario;2012;LF1;3039_00;Hay;5;1.42;481.781025;64;90.4190711733334;568;395;400;30.1890043793103;17.0592048275862;59.4145131034483;2.5
Complementarity scenario;2012;LF1;3040_00;Fodder;4.8;0.67;345.888;64;91.478976;385.92;506.4;576;98.8942369677419;14.5719258064516;48.0106387096774;NA
Complementarity scenario;2012;LF1;3040_00;sMaize;13;0.67;1754.56482;358.4;240.499993552;731.64;676;1092;101.18983742;93.8160956;327.193376;1.3528
Complementarity scenario;2012;LF1;3041_00;Hay;5;5.23;601.881025;64;90.4190711733334;2092;395;400;0;0;0;NA
Complementarity scenario;2012;LF1;3042_00;Hay;5;2.47;481.781025;64;90.4190711733334;988;395;400;30.1890043793103;17.0592048275862;59.4145131034483;2.5
Complementarity scenario;2012;LF1;3043_00;Hay;5;3.34;481.781025;64;90.4190711733334;1336;395;400;30.1890043793103;17.0592048275862;59.4145131034483;2.5
Complementarity scenario;2012;LF1;3044_00;Hay;5;0.28;481.781025;64;90.4190711733334;112;395;400;30.1890043793103;17.0592048275862;59.4145131034483;2.5
Complementarity scenario;2012;LF1;3045_00;Hay;5;1.46;481.781025;64;90.4190711733334;584;395;400;30.1890043793103;17.0592048275862;59.4145131034483;2.5
Complementarity scenario;2012;LF1;307_00;WheatW;7.5;1.94;1386.531025;396.8;138.6996;2371.65;810;1222.5;129.200662666667;2.3;8;4.02173333333333
Complementarity scenario;2012;LF1;309_00;Fodder;4.75;5.79;342.285;64;90.52607;3300.3;501.125;570;98.8942369677419;14.5719258064516;48.0106387096774;NA
Complementarity scenario;2012;LF1;309_00;sMaize;13.6;5.79;1826.62482;358.4;251.5999932544;6614.496;707.2;1142.4;101.18983742;93.8160956;327.193376;1.3528
Complementarity scenario;2012;LF2;401_00;Fodder;7.5;1.41;540.45;64;142.9359;1269;791.25;900;0;0;0;NA
Complementarity scenario;2012;LF2;401_00;sMaize;12.42;1.41;1684.90682;358.4;229.76999383968;1471.0248;645.84;1043.28;94.75350625;105.156047916667;139.77975625;2.30341666666667
Complementarity scenario;2012;LF2;4010_00;Hay;5;1.68;481.781025;64;90.4190711733334;672;395;400;14.80766;142.78815;79.32675;NA
Complementarity scenario;2012;LF2;4011_00;Hay;5;4.62;601.881025;64;90.4190711733334;1848;395;400;43.2217342222222;100.049771111111;105.45378;NA
Complementarity scenario;2012;LF2;4012_00;Fodder;7.5;1.38;540.45;64;142.9359;1242;791.25;900;0;0;0;NA
Complementarity scenario;2012;LF2;4012_00;sMaize;12.42;1.38;1684.90682;358.4;229.76999383968;1439.7264;645.84;1043.28;94.75350625;105.156047916667;139.77975625;2.30341666666667
Complementarity scenario;2012;LF2;4012_01;Fodder;7.5;1.29;540.45;64;142.9359;1161;791.25;900;0;0;0;NA
Complementarity scenario;2012;LF2;4012_01;sMaize;12.42;1.29;1684.90682;358.4;229.76999383968;1345.8312;645.84;1043.28;94.75350625;105.156047916667;139.77975625;2.30341666666667
Complementarity scenario;2012;LF2;4013_00;Hay;5;8.58;481.781025;64;90.4190711733333;3432;395;400;14.80766;142.78815;79.32675;NA
Complementarity scenario;2012;LF2;4013_01;Hay;5;0.5;481.781025;64;90.4190711733334;200;395;400;14.80766;142.78815;79.32675;NA
Complementarity scenario;2012;LF2;4014_00;Fodder;7.5;5.27;540.45;64;142.9359;4743;791.25;900;0;0;0;NA
Complementarity scenario;2012;LF2;4014_00;sMaize;12.42;5.27;1684.90682;358.4;229.76999383968;5498.0856;645.84;1043.28;94.75350625;105.156047916667;139.77975625;2.30341666666667
Complementarity scenario;2012;LF2;4015_00;Hay;5;0.67;601.881025;64;90.4190711733333;268;395;400;43.2217342222222;100.049771111111;105.45378;NA
Complementarity scenario;2012;LF2;4016_00;Hay;5;1.06;601.881025;64;90.4190711733334;424;395;400;43.2217342222222;100.049771111111;105.45378;NA
Complementarity scenario;2012;LF2;4018_00;Hay;5;1.87;481.781025;64;90.4190711733334;748;395;400;14.80766;142.78815;79.32675;NA
Complementarity scenario;2012;LF2;4019_00;Mix_CerG;7.5;2.2;3537.713435;64;135.5616;1947;562.5;885;31.49019;193.208975;134.143875;1.56214285714286
Complementarity scenario;2012;LF2;402_00;Fodder;7.5;2.3;540.45;64;142.9359;2070;791.25;900;0;0;0;NA
Complementarity scenario;2012;LF2;402_00;sMaize;12.42;2.3;1684.90682;358.4;229.76999383968;2399.544;645.84;1043.28;94.75350625;105.156047916667;139.77975625;2.30341666666667
Complementarity scenario;2012;LF2;4020_00;Hay;5;0.33;481.781025;64;90.4190711733334;132;395;400;14.80766;142.78815;79.32675;NA
Complementarity scenario;2012;LF2;4021_00;Hay;5;0.84;481.781025;64;90.4190711733334;336;395;400;14.80766;142.78815;79.32675;NA
Complementarity scenario;2012;LF2;4022_00;Hay;5;0.53;481.781025;64;90.4190711733334;212;395;400;14.80766;142.78815;79.32675;NA
Complementarity scenario;2012;LF2;4025_00;Mix_CerG;7.5;5.25;3537.713435;64;135.5616;4646.25;562.5;885;31.49019;193.208975;134.143875;1.56214285714286
Complementarity scenario;2012;LF2;4026_00;Mix_CerG;7.5;1.27;3537.713435;64;135.5616;1123.95;562.5;885;31.49019;193.208975;134.143875;1.56214285714286
Complementarity scenario;2012;LF2;4027_00;Hay;5;0.61;481.781025;64;90.4190711733333;244;395;400;14.80766;142.78815;79.32675;NA
Complementarity scenario;2012;LF2;4028_00;Hay;5;0.85;481.781025;64;90.4190711733333;340;395;400;14.80766;142.78815;79.32675;NA
Complementarity scenario;2012;LF2;4031_00;Hay;5;1.51;481.781025;64;90.4190711733333;604;395;400;14.80766;142.78815;79.32675;NA
Complementarity scenario;2012;LF2;4032_00;Fodder;7.5;5.07;540.45;64;142.9359;4563;791.25;900;0;0;0;NA
Complementarity scenario;2012;LF2;4032_00;sMaize;12.42;5.07;1684.90682;358.4;229.76999383968;5289.4296;645.84;1043.28;94.75350625;105.156047916667;139.77975625;2.30341666666667
Complementarity scenario;2012;LF2;4033_00;Hay;5;0.54;481.781025;64;90.4190711733334;216;395;400;14.80766;142.78815;79.32675;NA
Complementarity scenario;2012;LF2;4034_00;Lucern;4;2.64;732.472881;64;73.97312;1890.24;468;716;25.5;25;67.5;0
Complementarity scenario;2012;LF2;4035_00;Fodder;7.5;1.61;540.45;64;142.9359;1449;791.25;900;0;0;0;NA
Complementarity scenario;2012;LF2;4035_00;sMaize;12.42;1.61;1684.90682;358.4;229.76999383968;1679.6808;645.84;1043.28;94.75350625;105.156047916667;139.77975625;2.30341666666667
Complementarity scenario;2012;LF2;4036_00;Fodder;7.5;1.32;540.45;64;142.9359;1188;791.25;900;0;0;0;NA
Complementarity scenario;2012;LF2;4036_00;sMaize;12.42;1.32;1684.90682;358.4;229.76999383968;1377.1296;645.84;1043.28;94.75350625;105.156047916667;139.77975625;2.30341666666667
Complementarity scenario;2012;LF2;4037_00;Tritic;7.5;2.43;2139.951025;384;135.5616;2095.875;562.5;862.5;99.92500675;0;0;3.136375
Complementarity scenario;2012;LF2;4038_00;Hay;5;3.1;481.781025;64;90.4190711733334;1240;395;400;14.80766;142.78815;79.32675;NA
Complementarity scenario;2012;LF2;4039_00;Hay;5;0.64;481.781025;64;90.4190711733333;256;395;400;14.80766;142.78815;79.32675;NA
Complementarity scenario;2012;LF2;404_00;Fodder;7.5;4.83;540.45;64;142.9359;4347;791.25;900;0;0;0;NA
Complementarity scenario;2012;LF2;404_00;sMaize;12.42;4.83;1684.90682;358.4;229.76999383968;5039.0424;645.84;1043.28;94.75350625;105.156047916667;139.77975625;2.30341666666667
Complementarity scenario;2012;LF2;405_00;Fodder;7.5;2.03;540.45;64;142.9359;1827;791.25;900;0;0;0;NA
Complementarity scenario;2012;LF2;405_00;sMaize;12.42;2.03;1684.90682;358.4;229.76999383968;2117.8584;645.84;1043.28;94.75350625;105.156047916667;139.77975625;2.30341666666667
Complementarity scenario;2012;LF2;4050_00;Hay;5;0.56;481.781025;64;90.4190711733334;224;395;400;14.80766;142.78815;79.32675;NA
Complementarity scenario;2012;LF2;4051_00;Hay;5;0.11;481.781025;64;90.4190711733333;44;395;400;14.80766;142.78815;79.32675;NA
Complementarity scenario;2012;LF2;406_00;Tritic;7.5;3.99;2139.951025;384;135.5616;3441.375;562.5;862.5;99.92500675;0;0;3.136375
Complementarity scenario;2012;LF2;407_00;WheatW;7.5;9.46;1386.531025;396.8;138.6996;11564.85;810;1222.5;153.869240230769;0;0;3.86684615384615
Complementarity scenario;2012;LF2;408_00;WheatW;7.5;5.94;1386.531025;396.8;138.6996;7261.65;810;1222.5;153.869240230769;0;0;3.86684615384615
Complementarity scenario;2012;LF2;409_00;Mix_CerG;7.5;1.37;3537.713435;64;135.5616;1212.45;562.5;885;31.49019;193.208975;134.143875;1.56214285714286
Complementarity scenario;2013;AF1;101_00;WheatW;7.5;2.18;1297.11125;384.71;138.6996;2665.05;810;1222.5;127.619732571429;8.92857142857143;7.14285714285714;3.27585714285714
Complementarity scenario;2013;AF1;102_00;OSR;5.2;1.51;2340.81125;372.3;150.992192;1586.104;660.4;1050.4;67;112.5;90;3.64
Complementarity scenario;2013;AF1;103_00;Lupin;4;5.65;1711.51575;264.333;84.68416;8565.4;948;1516;0;0;0;4.4705
Complementarity scenario;2013;AF1;104_00;Fodder;7.34;4.36;596.742;62.05;139.8866008;3840.288;774.37;880.8;0;0;0;NA
Complementarity scenario;2013;AF1;104_00;gMaize;10.75;4.36;2143.295;347.48;200.1521;4171.43;741.75;956.75;85.16446625;211.25280625;158.64348625;0.670166666666667
Complementarity scenario;2013;AF1;104_01;Fodder;7.34;5.7;596.742;62.05;139.8866008;5020.56;774.37;880.8;0;0;0;NA
Complementarity scenario;2013;AF1;104_01;gMaize;10.75;5.7;2143.295;347.48;200.1521;5453.475;741.75;956.75;85.16446625;211.25280625;158.64348625;0.670166666666667
Complementarity scenario;2013;AF1;105_00;OSR;5.2;0.82;2340.81125;372.3;150.992192;861.328;660.4;1050.4;76;112.5;90;3.28333333333333
Complementarity scenario;2013;AF1;106_00;Fodder;7.34;1.8;596.742;62.05;139.8866008;1585.44;774.37;880.8;0;0;0;NA
Complementarity scenario;2013;AF1;106_00;sMaize;16.97;1.8;2496.644;347.48;313.94499158288;2565.864;882.44;1425.48;102.6;257.2;180;0.871
Complementarity scenario;2013;AF1;1060_00;WheatW;7.5;0.72;1297.11125;384.71;138.6996;880.2;810;1222.5;140.7651305;0;0;2.3917
Complementarity scenario;2013;AF1;1061_00;Fodder;7.34;0.09;596.742;62.05;139.8866008;79.272;774.37;880.8;0;0;0;NA
Complementarity scenario;2013;AF1;1061_00;gMaize;10.75;0.09;2143.295;347.48;200.1521;86.1075;741.75;956.75;85.16446625;211.25280625;158.64348625;0.670166666666667
Complementarity scenario;2013;AF1;107_00;OSR;5.2;2.83;2340.81125;372.3;150.992192;2972.632;660.4;1050.4;76;112.5;90;3.28333333333333
Complementarity scenario;2013;AF1;108_00;Fodder;7.34;1.69;596.742;62.05;139.8866008;1488.552;774.37;880.8;0;0;0;NA
Complementarity scenario;2013;AF1;108_00;gMaize;10.75;1.69;2143.295;347.48;200.1521;1616.9075;741.75;956.75;102.6;257.2;180;0.871
Complementarity scenario;2013;AF1;109_00;Fodder;7.34;15.51;596.742;62.05;139.8866008;13661.208;774.37;880.8;0;0;0;NA
Complementarity scenario;2013;AF1;109_00;gMaize;10.75;15.51;2143.295;347.48;200.1521;14839.1925;741.75;956.75;85.16446625;211.25280625;158.64348625;0.670166666666667
Complementarity scenario;2013;AF2;201_00;Hay;5;9.75;517.51125;62.05;90.4190711733334;3900;395;400;0;0;0;NA
Complementarity scenario;2013;AF2;2010_00;Hay;5;2.53;517.51125;62.05;90.4190711733333;1012;395;400;0;0;0;NA
Complementarity scenario;2013;AF2;2012_00;WheatW;7.43;5.59;1287.30565;384.71;137.4050704;6769.9931;802.44;1211.09;163.8442875;49.149375;40.213125;6.154875
Complementarity scenario;2013;AF2;2013_00;WheatW;7.43;6.22;1287.30565;384.71;137.4050704;7532.9798;802.44;1211.09;163.8442875;49.149375;40.213125;6.154875
Complementarity scenario;2013;AF2;2014_00;WheatW;7.5;8.08;1297.11125;384.71;138.6996;9877.8;810;1222.5;163.8442875;49.149375;40.213125;6.154875
Complementarity scenario;2013;AF2;2015_00;Hay;5;4.79;517.51125;62.05;90.4190711733333;1916;395;400;0;0;0;NA
Complementarity scenario;2013;AF2;2016_00;Hay;5;4.75;517.51125;62.05;90.4190711733333;1900;395;400;0;0;0;NA
Complementarity scenario;2013;AF2;2017_00;Hay;5;3.64;517.51125;62.05;90.4190711733333;1456;395;400;0;0;0;NA
Complementarity scenario;2013;AF2;2018_00;Hay;5;8.16;517.51125;62.05;90.4190711733333;3264;395;400;0;0;0;NA
Complementarity scenario;2013;AF2;2019_00;WheatW;7.43;5.94;1287.30565;384.71;137.4050704;7193.8746;802.44;1211.09;181.57875;30.9375;25.3125;6.623
Complementarity scenario;2013;AF2;202_00;Hay;5;2.34;517.51125;62.05;90.4190711733334;936;395;400;0;0;0;NA
Complementarity scenario;2013;AF2;2020_00;Hay;5;2.28;517.51125;62.05;90.4190711733333;912;395;400;0;0;0;NA
Complementarity scenario;2013;AF2;2021_00;WheatW;7.43;10.64;1287.30565;384.71;137.4050704;12885.9976;802.44;1211.09;190.81569592;137.408788;112.425372;4.706
Complementarity scenario;2013;AF2;2022_00;Hay;5;1.54;517.51125;62.05;90.4190711733333;616;395;400;0;0;0;NA
Complementarity scenario;2013;AF2;2023_00;Hay;5;3.42;517.51125;62.05;90.4190711733334;1368;395;400;0;0;0;NA
Complementarity scenario;2013;AF2;2025_00;WheatW;7.5;6.6;1297.11125;384.71;138.6996;8068.5;810;1222.5;181.57875;30.9375;25.3125;6.623
Complementarity scenario;2013;AF2;2026_00;Hay;5;2.21;517.51125;62.05;90.4190711733334;884;395;400;0;0;0;NA
Complementarity scenario;2013;AF2;203_00;Hay;5;1.51;517.51125;62.05;90.4190711733333;604;395;400;0;0;0;NA
Complementarity scenario;2013;AF2;2030_00;Hay;5;5.41;517.51125;62.05;90.4190711733333;2164;395;400;0;0;0;NA
Complementarity scenario;2013;AF2;207_00;Hay;5;1.27;517.51125;62.05;90.4190711733333;508;395;400;0;0;0;NA
Complementarity scenario;2013;AF2;208_00;Hay;5;2.67;517.51125;62.05;90.4190711733334;1068;395;400;0;0;0;NA
Complementarity scenario;2013;AF2;209_00;Hay;5;0.5;517.51125;62.05;90.4190711733334;200;395;400;0;0;0;NA
Complementarity scenario;2013;AF3;501_00;BarleyS;7;1.93;1627.08625;372.3;128.28144;1513.12;539;784;102.811264;0;0;3.614
Complementarity scenario;2013;AF3;501_00;Fodder;7;1.93;569.1;62.05;133.40684;1621.2;738.5;840;0;0;0;NA
Complementarity scenario;2013;AF3;5010_00;WheatW;7.5;0.45;1297.11125;384.71;138.6996;550.125;810;1222.5;140.549024703704;5;2.77777777777778;4.68440740740741
Complementarity scenario;2013;AF3;5011_00;Fodder;7;5.88;569.1;62.05;133.40684;4939.2;738.5;840;0;0;0;NA
Complementarity scenario;2013;AF3;5011_00;Gpea;4.99;5.88;1863.32325;124.1;91.2375592;6836.4996;733.53;1162.67;12.4839320090909;58.3696337272727;71.2641963636364;7.83906666666667
Complementarity scenario;2013;AF3;5011_01;Fodder;7;0.83;569.1;62.05;133.40684;697.2;738.5;840;0;0;0;NA
Complementarity scenario;2013;AF3;5011_01;Gpea;4.99;0.83;1863.32325;124.1;91.2375592;965.0161;733.53;1162.67;12.4839320090909;58.3696337272727;71.2641963636364;7.83906666666667
Complementarity scenario;2013;AF3;5012_00;Fodder;7;15.45;569.1;62.05;133.40684;12978;738.5;840;0;0;0;NA
Complementarity scenario;2013;AF3;5012_00;Gpea;4.99;15.45;1863.32325;124.1;91.2375592;17963.2515;733.53;1162.67;12.4839320090909;58.3696337272727;71.2641963636364;7.83906666666667
Complementarity scenario;2013;AF3;5013_00;WheatW;7.5;3.33;1297.11125;384.71;138.6996;4070.925;810;1222.5;140.549024703704;5;2.77777777777778;4.68440740740741
Complementarity scenario;2013;AF3;5014_00;WheatW;7.5;0.48;1297.11125;384.71;138.6996;586.8;810;1222.5;140.549024703704;5;2.77777777777778;4.68440740740741
Complementarity scenario;2013;AF3;502_00;WheatW;7.5;8.49;1297.11125;384.71;138.6996;10379.025;810;1222.5;140.549024703704;5;2.77777777777778;4.68440740740741
